taxa	Length
s__Emergencia timonensis	4661482.0
s__Emergencia sp900551775	4665652.0
g__S5-A14a	1567155.333333333
s__S5-A14a sp000758905	1532398.0
s__S5-A14a sp900553025	1573296.0
g__Bacilliculturomica	4467427.0
s__Bacilliculturomica massiliensis	4467427.0
g__QAKD01	1817429.5
s__QAKD01 sp003343965	1764233.0
g__UBA1191	2136708.1
s__UBA1191 sp900066305	2309345.0
s__UBA1191 sp900545775	2327090.0
s__UBA1191 sp900543485	2491711.0
s__UBA1191 sp900542385	1918311.0
s__UBA1191 sp900549125	2187406.0
g__UMGS973	2407292.0
s__UMGS973 sp900547295	2407292.0
g__Eubacterium_M	1373170.0
s__Eubacterium_M sp900540015	1373170.0
f__Peptostreptococcaceae	2960370.3846153845
g__Romboutsia	3696621.5
s__Romboutsia timonensis	3657481.0
s__Romboutsia dakarensis	3735762.0
g__Paraclostridium	3643390.0
s__Paraclostridium bifermentans	3643390.0
g__GCA-900066935	3147737.0
s__GCA-900066935 sp900066925	3147737.0
g__Paeniclostridium	3458647.0
s__Paeniclostridium sordellii	3458647.0
g__GCA-900066495	3211691.0
s__GCA-900066495 sp900545985	3022567.0
s__GCA-900066495 sp900066495	3390789.0
g__Terrisporobacter	3720811.5
s__Terrisporobacter glycolicus_A	3932530.0
s__Terrisporobacter othiniensis	3867293.0
s__Terrisporobacter sp900557165	3244560.0
g__Intestinibacter	2938080.666666666
s__Intestinibacter bartlettii	2823042.5
t__HRGM_Genome_3275	2947660.0
t__HRGM_Genome_3277	2698425.0
s__Intestinibacter sp900540355	3168157.0
g__Clostridioides	4233804.5
s__Clostridioides difficile_A	4277571.0
s__Clostridioides difficile	4190038.0
g__Clostridium_U	2255202.666666666
s__Clostridium_U hiranonis	2479772.0
s__Clostridium_U sp900539645	2123910.0
s__Clostridium_U sp900550335	2161926.0
g__Peptostreptococcus	1793472.5
s__Peptostreptococcus stomatis	1730330.0
s__Peptostreptococcus sp000758885	1511126.0
s__Peptostreptococcus anaerobius	1868390.0
s__Peptostreptococcus russellii	1945578.0
s__Peptostreptococcus russellii_A	1998441.0
f__Filifactoraceae	1641862.5
g__Criibacterium	1981101.0
s__Criibacterium bergeronii	1981101.0
o__Tissierellales	1731323.3055555557
f__Helcococcaceae	1621652.0
g__Anaerococcus	1662047.6818181819
s__Anaerococcus prevotii	1231601.0
s__Anaerococcus prevotii_A	1697277.0
s__Anaerococcus lactolyticus	1433043.0
s__Anaerococcus sp900551095	999989.0
s__Anaerococcus sp900258475	1844507.0
s__Anaerococcus octavius	1715963.0
s__Anaerococcus sp900541365	1676978.0
s__Anaerococcus nagyae	1825047.0
s__Anaerococcus sp001182725	1903534.0
s__Anaerococcus rubeinfantis	1929163.0
s__Anaerococcus vaginalis_B	1997974.0
s__Anaerococcus obesiensis	2015695.0
s__Anaerococcus senegalensis	1795828.0
s__Anaerococcus sp900550345	1405530.0
s__Anaerococcus hydrogenalis	1889366.0
g__Murdochiella	1550139.0
s__Murdochiella massiliensis	1642295.0
s__Murdochiella vaginalis	1671491.0
g__Levyella	1379804.0
s__Levyella massiliensis	1379804.0
g__Kallipyga	1574727.666666667
s__Kallipyga massiliensis	1751953.0
s__Kallipyga gabonensis	1621211.0
g__Finegoldia	1726619.6
s__Finegoldia magna	1745390.0
s__Finegoldia magna_F	1823789.0
s__Finegoldia magna_H	1986740.0
g__Lagierella	1832315.0
s__Lagierella massiliensis	1832315.0
g__Parvimonas	1398139.333333333
s__Parvimonas micra	1541363.0
s__Parvimonas sp001553085	1418030.0
f__Peptoniphilaceae	1628934.6842105263
g__Peptoniphilus_A	1654085.7272727273
s__Peptoniphilus_A harei_A	2173494.0
s__Peptoniphilus_A harei	1448943.5
t__HRGM_Genome_0259	1673948.0
t__HRGM_Genome_0257	1223939.0
s__Peptoniphilus_A phoceensis	1739566.0
s__Peptoniphilus_A grossensis	1742805.0
s__Peptoniphilus_A sp900538655	1644489.0
s__Peptoniphilus_A senegalensis	1851340.0
s__Peptoniphilus_A lacydonensis	1622414.0
s__Peptoniphilus_A lacrimalis	1599854.0
s__Peptoniphilus_A raoultii	1449105.0
g__Peptoniphilus_E	1773998.0
s__Peptoniphilus_E obesi	1773998.0
g__Peptoniphilus_B	1392106.0
s__Peptoniphilus_B duerdenii	1644309.0
s__Peptoniphilus_B sp000478985	1273378.0
g__Peptoniphilus_C	1725314.0
s__Peptoniphilus_C urinimassiliensis	1482893.0
g__Neofamilia	1920334.0
s__Neofamilia massiliensis	1920334.0
f__Ezakiellaceae	1474709.875
g__Fenollaria	1598371.0
s__Fenollaria timonensis	1739382.0
s__Fenollaria sp900539225	1523934.0
s__Fenollaria massiliensis	1531797.0
g__Ezakiella	1400513.2
s__Ezakiella coagulans	1620766.0
s__Ezakiella sp900540185	1653935.0
s__Ezakiella massiliensis	1421456.0
f__Tissierellaceae	3445852.0
g__Urmitella	2736213.0
s__Urmitella timonensis	2736213.0
g__Tissierella	4155491.0
s__Tissierella sp002266425	4155491.0
f__Tepidimicrobiaceae	3568817.0
g__Mt11	3568817.0
s__Mt11 sp001282665	3568817.0
f__Sporanaerobacteraceae	2544595.5
g__Sporanaerobacter	1892589.0
s__Sporanaerobacter acetigenes	1892589.0
g__Anaerosalibacter_A	3196602.0
s__Anaerosalibacter_A massiliensis	3196602.0
f__Sedimentibacteraceae	3113700.0
g__Sedimentibacter	3113700.0
s__Sedimentibacter sp003457065	3113700.0
o__Eubacteriales	3109585.8571428573
f__Eubacteriaceae	4293090.0
g__Eubacterium	4293090.0
s__Eubacterium limosum	4282554.0
s__Eubacterium callanderi	4357692.0
s__Eubacterium maltosivorans	4239024.0
f__Anaerofustaceae	2121960.666666666
g__Anaerofustis	2121960.666666666
s__Anaerofustis stercorihominis	2284703.0
s__Anaerofustis sp900549875	2221047.0
f__Garciellaceae	2521949.0
g__Garciella	2521949.0
s__Garciella sp900555725	2521949.0
o__Clostridiales	3351636.1086956523
f__Clostridiaceae	3351636.1086956523
g__Clostridium_J	3971246.833333334
s__Clostridium_J sp000821305	4325182.0
s__Clostridium_J sp900548455	3911084.0
s__Clostridium_J sp900547625	3709509.0
s__Clostridium_J senegalense	3925888.0
s__Clostridium_J ihumii	4433668.0
g__Clostridium_H	2759335.0
s__Clostridium_H massiliodielmoense	2759335.0
g__Clostridium_B	2887707.0
s__Clostridium_B tyrobutyricum	3256635.0
g__Clostridium_F	3228748.0
s__Clostridium_F botulinum_A	4102325.0
s__Clostridium_F botulinum	3808262.0
s__Clostridium_F tepidum	2461563.0
s__Clostridium_F niameyense	2542842.0
g__Clostridium_G	2625888.0
s__Clostridium_G tetani	2890535.0
s__Clostridium_G cochlearium	2361241.0
g__Clostridium	3453281.4090909087
s__Clostridium butyricum	4567291.0
s__Clostridium neonatale	4770522.0
s__Clostridium sp900539375	2927434.0
s__Clostridium paraputrificum	3486414.0
s__Clostridium baratii	3141705.0
s__Clostridium cuniculi	3679184.0
s__Clostridium sp900547475	3467094.0
s__Clostridium sp900543325	3186188.0
s__Clostridium saudiense	3681250.0
s__Clostridium sp900540255	2672837.0
s__Clostridium celatum	3553721.0
s__Clostridium sp000435835	3268107.0
s__Clostridium sp001916075	2598727.0
s__Clostridium sp000753455	3129259.0
s__Clostridium disporicum_A	3449564.0
s__Clostridium tertium	3813122.0
s__Clostridium nigeriense	3503945.0
s__Clostridium septicum	3298970.0
g__Clostridium_P	3154347.25
s__Clostridium_P perfringens	3343822.0
s__Clostridium_P ventriculi	2457263.0
s__Clostridium_P sp001403635	3732966.0
s__Clostridium_P mediterraneense	3083338.0
g__Clostridium_AA	3560738.0
s__Clostridium_AA polynesiense	3560738.0
g__Clostridium_X	2877980.0
s__Clostridium_X cadaveris	3460249.0
g__Clostridium_L	3750216.0
s__Clostridium_L amazonitimonense	3750216.0
c__Clostridia_A	1851471.9756944443
o__Christensenellales	1851648.534965035
f__CAG-917	1487258.52
g__CAG-475	1544764.0
s__CAG-475 sp900551145	1554603.0
s__CAG-475 sp900548005	1596275.0
s__CAG-475 sp900550915	1595400.0
s__CAG-475 sp900547975	1745620.0
s__CAG-475 sp900550855	1468458.0
s__CAG-475 sp000434435	1649544.0
s__CAG-475 sp900549225	1577285.0
g__UMGS1688	1556781.166666667
s__UMGS1688 sp900544575	1544132.0
s__UMGS1688 sp900553825	1493613.0
s__UMGS1688 sp900545885	1728965.0
s__UMGS1688 sp900554085	1270737.0
g__CAG-917	1328444.25
s__CAG-917 sp000437555	1557441.0
g__CAG-349	1505150.5
s__CAG-349 sp001940895	1480786.0
s__CAG-349 sp003539515	1529515.0
g__CAG-1138	1402736.0
s__CAG-1138 sp000434675	1402736.0
f__Borkfalkiaceae	1845153.7123287672
g__UBA7597	1970905.333333333
s__UBA7597 sp900542935	2123870.0
s__UBA7597 sp003448195	1808290.0
g__QALS01	2610644.666666666
s__QALS01 sp003150575	2826404.0
t__HRGM_Genome_2316	2961430.0
t__HRGM_Genome_2317	2691378.0
s__QALS01 sp900555925	2830311.0
s__QALS01 sp900552625	3066138.0
g__UMGS1004	1773654.7142857143
s__UMGS1004 sp900548845	1418375.0
s__UMGS1004 sp900547645	1597931.0
g__UBA11940	1660922.0
s__UBA11940 sp900549005	1959312.0
g__Borkfalkia	1875234.9375
s__Borkfalkia sp900557285	1832213.0
s__Borkfalkia ceftriaxoniphila	2535942.0
g__UBA1259	1532990.75
s__UBA1259 sp003523255	1359220.0
g__UBA11475	1644396.5
s__UBA11475 sp003538975	1644396.5
t__HRGM_Genome_4150	1644097.0
t__HRGM_Genome_4151	1644696.0
g__UMGS775	1495918.0
s__UMGS775 sp900545325	1970017.0
g__UMGS621	1971557.0
s__UMGS621 sp900543915	1971557.0
g__UBA10281	1962128.230769231
s__UBA10281 sp000437515	1945696.0
s__UBA10281 sp900556195	1909856.0
t__HRGM_Genome_2736	1920550.0
t__HRGM_Genome_2734	1899162.0
s__UBA10281 sp900554485	1706385.0
s__UBA10281 sp900548285	2140620.0
f__CAG-552	1741128.4705882354
g__UBA10677	1912173.4
s__UBA10677 sp900543755	1879491.0
s__UBA10677 sp900553005	1825936.0
s__UBA10677 sp003533505	1936952.0
g__UMGS1795	1610590.25
s__UMGS1795 sp900553555	1540237.0
s__UMGS1795 sp900555125	1699850.0
g__CAG-552	1343465.0
s__CAG-552 sp000435495	1343465.0
g__UMGS1880	1606312.25
s__UMGS1880 sp900555875	1325935.0
f__CAG-314	1536663.6923076925
g__CAG-1435	1539730.0
s__CAG-1435 sp000433775	1570892.0
s__CAG-1435 sp003537755	2246614.0
g__UMGS1707	1654850.0
s__UMGS1707 sp900554285	1654850.0
g__CAG-314	1518671.0
s__CAG-314 sp000437915	1540789.0
s__CAG-314 sp900551395	1496553.0
g__SFEB01	1269379.5
s__SFEB01 sp004558105	1279470.0
g__UMGS692	1713288.0
s__UMGS692 sp900544545	1713288.0
g__UMGS929	1794009.0
s__UMGS929 sp900546875	1794009.0
f__UBA1242	945597.9642857143
g__UMGS1470	907305.6666666665
s__UMGS1470 sp900552105	1011217.0
g__UMGS687	810729.6
s__UMGS687 sp900545735	951325.0
s__UMGS687 sp900551705	902654.0
s__UMGS687 sp900544595	875113.0
t__HRGM_Genome_4617	867209.0
t__HRGM_Genome_4618	883017.0
g__UBA11517	992579.625
s__UBA11517 sp900555365	778564.0
s__UBA11517 sp900557645	1163907.0
s__UBA11517 sp003522085	768550.0
s__UBA11517 sp900551855	1085029.0
g__UBA11490	941989.0
s__UBA11490 sp003524095	1065888.0
f__UMGS1908	981277.1111111112
g__UMGS2069	1058797.0
s__UMGS2069 sp900554955	1121511.0
s__UMGS2069 sp900557585	1113575.0
s__UMGS2069 sp900557695	941305.0
g__UMGS2070	947600.0
s__UMGS2070 sp900557655	879465.0
g__UMGS1908	937434.3333333335
s__UMGS1908 sp900556185	891830.0
f__QALW01	1933448.888888889
g__QALW01	2040792.666666667
s__QALW01 sp003150515	1942759.0
s__QALW01 sp900547955	2003792.0
s__QALW01 sp900552055	2175827.0
g__UMGS1338	1975474.0
s__UMGS1338 sp900550805	1975474.0
g__UMGS1322	1860637.6
s__UMGS1322 sp900550765	2160920.0
f__CAG-74	2647009.0
g__UBA11524	2776675.333333333
s__UBA11524 sp000437595	3063528.0
g__UMGS1600	2935469.0
s__UMGS1600 sp900553295	2985513.5
t__HRGM_Genome_2873	2996142.0
t__HRGM_Genome_2872	2974885.0
s__UMGS1600 sp900553315	2835380.0
g__Firm-11	2911936.1111111115
s__Firm-11 sp900540045	3247365.0
s__Firm-11 sp900553905	2936332.0
s__Firm-11 sp900550955	2377162.0
s__Firm-11 sp004556545	3316884.0
s__Firm-11 sp900548145	2735736.0
g__SFMI01	2374563.5
s__SFMI01 sp004556155	2511801.0
g__SFFH01	2947094.166666666
s__SFFH01 sp900542395	2542964.0
s__SFFH01 sp900542445	2943142.0
s__SFFH01 sp900548125	4344805.0
g__UMGS1603	2420528.5
s__UMGS1603 sp900553265	2784400.0
g__SFHK01	2933732.0
s__SFHK01 sp004556395	2933732.0
g__Firm-10	2557783.0
s__Firm-10 sp004552515	2504977.0
g__UMGS1633	3168750.0
s__UMGS1633 sp900553645	3168750.0
f__UMGS416	2901170.0
g__UMGS416	2901170.0
s__UMGS416 sp900542005	2901170.0
f__GCA-900066905	2617416.0
g__GCA-900066905	2617416.0
s__GCA-900066905 sp900066905	2617416.0
f__CAG-138	2013280.8148148146
g__UBA1685	2366613.5
s__UBA1685 sp002320595	2990614.0
s__UBA1685 sp900546845	2267050.0
g__Phil1	1914024.0
s__Phil1 sp001940855	2096902.0
s__Phil1 sp004558525	1887614.0
g__UBA5394	1980293.333333333
s__UBA5394 sp900542615	2143386.0
s__UBA5394 sp003150565	2352233.0
g__SFEL01	2011759.5
s__SFEL01 sp004557245	2011759.5
t__HRGM_Genome_3346	2024469.0
t__HRGM_Genome_3345	1999050.0
g__UMGS693	2332331.0
s__UMGS693 sp900544555	2332331.0
g__PeH17	1882513.5
s__PeH17 sp900542285	1808621.0
s__PeH17 sp000435055	1956406.0
g__UMGS946	1995902.0
s__UMGS946 sp900544965	2126463.0
s__UMGS946 sp900547135	1865341.0
g__SFDB01	1975049.0
s__SFDB01 sp004558825	1975049.0
g__UMGS1241	1909246.666666667
s__UMGS1241 sp900540495	1952721.0
s__UMGS1241 sp900550525	1905126.0
s__UMGS1241 sp900549955	1869893.0
g__CAG-1024	1875451.0
s__CAG-1024 sp000432015	1875451.0
g__RUG472	2096603.0
s__RUG472 sp900545265	2096603.0
f__QAND01	1539395.5
g__UMGS1975	1482884.25
s__UMGS1975 sp900546685	2031467.0
s__UMGS1975 sp900556815	1155735.0
f__Christensenellaceae	2025460.7647058824
g__Christensenella	2401364.333333333
s__Christensenella sp001678845	3026655.0
s__Christensenella minuta	2940227.0
s__Christensenella massiliensis	1237211.0
g__Catabacter	2717636.0
s__Catabacter hongkongensis	2717636.0
g__Christensenella_A	2650850.0
s__Christensenella_A timonensis	2650850.0
g__QANA01	1498913.4
s__QANA01 sp900554725	1519398.0
g__QAKS01	2194312.5
s__QAKS01 sp003343685	2072734.0
g__UMGS743	1884460.0
s__UMGS743 sp900545085	1884460.0
c__Thermoanaerobacteria	1508444.0
o__Caldanaerobiales	1508444.0
f__UBA4877	1508444.0
g__UBA4877	1508444.0
s__UBA4877 sp002399345	1508444.0
p__Firmicutes_C	1972751.6257668715
c__Negativicutes	1972751.6257668715
o__Veillonellales	1884019.224489796
f__Veillonellaceae	1839178.6
g__Veillonella	1803312.882352941
s__Veillonella sp900549845	1658618.0
s__Veillonella sp900545205	1802101.0
t__HRGM_Genome_0356	1855514.0
s__Veillonella dispar	1897124.5
t__HRGM_Genome_0340	1587749.0
s__Veillonella sp900538355	2093768.0
t__HRGM_Genome_0358	1882142.0
t__HRGM_Genome_0360	1748688.0
s__Veillonella sp900552715	1874743.0
t__HRGM_Genome_0355	2119735.0
s__Veillonella sp900550175	1913729.0
t__HRGM_Genome_0345	1998872.0
s__Veillonella dispar_A	2033865.0
s__Veillonella infantium	1957289.0
s__Veillonella sp003463825	2006151.0
s__Veillonella sp900556785	1677303.0
s__Veillonella parvula	2077506.5
t__HRGM_Genome_0337	2122118.0
t__HRGM_Genome_0347	2032895.0
s__Veillonella rogosae	2094981.0
s__Veillonella sp900552445	1951519.0
s__Veillonella denticariosi	1687489.0
s__Veillonella tobetsuensis	1971073.0
s__Veillonella atypica	2071607.0
s__Veillonella sp900549805	1395916.0
s__Veillonella sp900550455	1476351.0
g__Veillonella_A	2192703.833333333
s__Veillonella_A sp000431435	2251154.0
s__Veillonella_A seminalis	2145066.0
s__Veillonella_A sp900545795	2145785.0
s__Veillonella_A magna	1964232.0
g__F0422	1658835.2
s__F0422 sp001553345	1778132.0
s__F0422 sp900544365	1755005.0
s__F0422 sp003999875	1901086.0
f__Megasphaeraceae	2175571.695652174
g__Megasphaera	2309739.5384615385
s__Megasphaera massiliensis	2426953.0
s__Megasphaera sp002319965	2449436.0
s__Megasphaera sp001546855	2491816.0
s__Megasphaera sp900539295	2242985.0
s__Megasphaera sp000417505	2436082.0
s__Megasphaera elsdenii	2429033.0
s__Megasphaera sp900548635	1944008.0
s__Megasphaera sp900540735	2598484.0
s__Megasphaera stantonii	2561300.0
g__Megasphaera_B	2450242.75
s__Megasphaera_B hexanoica	2650542.0
s__Megasphaera_B sp003467125	2351585.0
s__Megasphaera_B sp900538925	2702950.0
s__Megasphaera_B sp900549385	2095894.0
g__Anaeroglobus	1723400.75
s__Anaeroglobus geminatus	1764081.0
s__Anaeroglobus massiliensis	1715864.0
s__Anaeroglobus micronuciformis	1622368.0
s__Anaeroglobus sp900240295	1791290.0
g__28L	1450753.0
s__28L sp000177555	1450753.0
g__UMGS915	1866208.0
s__UMGS915 sp900546795	1866208.0
f__Dialisteraceae	1836183.1153846157
g__Dialister	1942521.666666667
s__Dialister succinatiphilus	2159553.0
s__Dialister sp900538805	2477157.0
s__Dialister sp002320515	2516431.0
s__Dialister sp900541605	2345274.0
s__Dialister sp000434475	2192750.0
s__Dialister sp900543455	2243264.0
s__Dialister sp900543165	2225809.0
s__Dialister sp900343095	2128851.0
s__Dialister sp900557365	1679141.0
s__Dialister sp900541485	1548184.0
s__Dialister sp900547785	1488827.0
s__Dialister sp900545785	1462546.0
s__Dialister invisus	1763641.0
g__Dialister_A	1269637.0
s__Dialister_A pneumosintes	1269637.0
g__Allisonella	1615172.0
s__Allisonella histaminiformans	1615172.0
g__UBA1822	1582355.75
s__UBA1822 sp002314995	1464389.0
s__UBA1822 sp900545365	1612933.0
g__UBA5809	2119866.0
s__UBA5809 sp002417965	2119866.0
f__Negativicoccaceae	1022984.25
g__Negativicoccus	1023584.6666666665
s__Negativicoccus succinicivorans	1204906.0
s__Negativicoccus sp900556745	883065.0
s__Negativicoccus massiliensis	982783.0
o__Acidaminococcales	1961892.261904762
f__Acidaminococcaceae	1961892.261904762
g__Phascolarctobacterium_A	1974194.866666667
s__Phascolarctobacterium_A sp900553055	1816593.0
s__Phascolarctobacterium_A sp900544885	1820493.0
s__Phascolarctobacterium_A succinatutens	2262834.0
s__Phascolarctobacterium_A succinatutens_A	2471478.0
s__Phascolarctobacterium_A sp900551335	2190020.0
s__Phascolarctobacterium_A sp900547415	1799317.0
s__Phascolarctobacterium_A sp900552855	1785527.0
s__Phascolarctobacterium_A sp900541915	1798867.0
s__Phascolarctobacterium_A sp900545025	1752526.0
s__Phascolarctobacterium_A sp900552005	1573595.0
g__Phascolarctobacterium	1923269.888888889
s__Phascolarctobacterium faecium	2176976.0
s__Phascolarctobacterium sp900551745	1546935.0
s__Phascolarctobacterium sp900545535	2553728.0
s__Phascolarctobacterium sp900544795	2152939.0
s__Phascolarctobacterium sp900554395	1621882.0
s__Phascolarctobacterium sp000436095	1880847.0
g__Succiniclasticum	1961067.0
s__Succiniclasticum sp900544275	1973557.0
s__Succiniclasticum sp900315805	2004853.0
s__Succiniclasticum sp900316935	2052080.0
s__Succiniclasticum sp900314855	1813778.0
g__Acidaminococcus	2059691.1538461538
s__Acidaminococcus fermentans	2058329.0
s__Acidaminococcus sp000437815	1985893.0
s__Acidaminococcus fermentans_A	2358102.0
s__Acidaminococcus massiliensis	2278662.0
s__Acidaminococcus timonensis	1890782.0
s__Acidaminococcus sp900554515	1237200.0
s__Acidaminococcus provencensis	2599783.0
s__Acidaminococcus intestini	2077339.0
s__Acidaminococcus sp900538365	2084328.0
o__Selenomonadales	2252415.333333333
f__Selenomonadaceae	2231930.7
g__Mitsuokella	2416901.25
s__Mitsuokella multacida	2577072.0
s__Mitsuokella jalaludinii	2215573.0
s__Mitsuokella sp900552565	2294140.0
s__Mitsuokella sp003458855	2580820.0
g__Selenomonas_C	2329690.5
s__Selenomonas_C bovis	2265437.0
s__Selenomonas_C sp002351185	2393944.0
g__Centipeda	2160973.0
s__Centipeda artemidis	2160973.0
g__Anaerovibrio	2288583.0
s__Anaerovibrio sp900548165	2290213.5
t__HRGM_Genome_3464	2349572.0
t__HRGM_Genome_3465	2230855.0
g__Megamonas	2070233.5714285716
s__Megamonas hypermegale_A	2488269.0
s__Megamonas sp900554895	2368186.0
s__Megamonas hypermegale	1823079.0
s__Megamonas funiformis	2270598.666666666
t__HRGM_Genome_3932	2356737.0
t__HRGM_Genome_3933	2210280.0
t__HRGM_Genome_3931	2244779.0
s__Megamonas sp900556715	1000305.0
o__Sporomusales	3559920.0
f__Acetonemaceae	3559920.0
g__Anaerosporomusa	3559920.0
s__Anaerosporomusa sp900542835	3559920.0
o__UMGS1260	3664514.0
f__UMGS1260	3664514.0
g__UMGS1260	3664514.0
s__UMGS1260 sp900550105	3664514.0
p__Firmicutes_B	2342079.095238095
c__Desulfitobacteriia	5203418.0
o__Desulfitobacteriales	5203418.0
f__Desulfitobacteriaceae	5203418.0
g__Desulfitobacterium	5203418.0
s__Desulfitobacterium hafniense	5203418.0
c__Peptococcia	2340799.214285714
o__Peptococcales	2340799.214285714
f__Peptococcaceae	2340799.214285714
g__UBA7185	2743223.6
s__UBA7185 sp002491065	2878840.0
s__UBA7185 sp900556545	2408444.0
g__QAKL01	1749330.5
s__QAKL01 sp003343815	1977147.0
g__UMGS1590	2156514.2
s__UMGS1590 sp900552455	2414891.0
s__UMGS1590 sp900553245	1916899.0
g__Peptococcus	1766648.0
s__Peptococcus niger	1766648.0
p__Actinobacteriota	2020502.7340540541
c__Actinomycetia	2256187.6713286717
o__Mycobacteriales	2530794.0384615385
f__Mycobacteriaceae	2477038.6
g__Mycobacterium	4528769.5
s__Mycobacterium avium	4669710.0
s__Mycobacterium tuberculosis	4387829.0
g__Corynebacterium	2377285.5714285714
s__Corynebacterium afermentans	2240769.0
s__Corynebacterium bouchesdurhonense	2255536.0
s__Corynebacterium aurimucosum_C	2238677.0
s__Corynebacterium striatum	2788808.0
s__Corynebacterium simulans	1741617.0
s__Corynebacterium sp900539985	2252984.0
s__Corynebacterium aurimucosum_E	2319588.0
s__Corynebacterium kefirresidentii	2294743.0
s__Corynebacterium phoceense	2793222.0
s__Corynebacterium ammoniagenes	2790185.0
s__Corynebacterium propinquum	2504704.0
s__Corynebacterium sp900169525	3030206.0
s__Corynebacterium glucuronolyticum	1520675.0
s__Corynebacterium provencense	3084178.0
s__Corynebacterium kroppenstedtii_A	2480296.0
s__Corynebacterium amycolatum	2493224.0
s__Corynebacterium sp000755185	2349574.0
g__Lawsonella	1472714.5
s__Lawsonella clevelandensis	1578228.0
f__Geodermatophilaceae	3874680.0
g__Blastococcus	3874680.0
s__Blastococcus massiliensis	3874680.0
o__Streptomycetales	7887973.0
f__Streptomycetaceae	7887973.0
g__Streptomyces	7887973.0
s__Streptomyces albus	7887973.0
o__Actinomycetales	2104939.9074074067
f__Bifidobacteriaceae	2025583.25
g__Bifidobacterium	2100841.964285714
s__Bifidobacterium longum	2201277.666666666
t__HRGM_Genome_1096	2243235.0
t__HRGM_Genome_1095	2205374.0
t__HRGM_Genome_1094	2155224.0
s__Bifidobacterium infantis	2832748.0
s__Bifidobacterium breve	2422684.0
s__Bifidobacterium angulatum	2046632.0
s__Bifidobacterium scardovii	3123324.0
s__Bifidobacterium bifidum	2311342.0
s__Bifidobacterium catenulatum	2079525.0
s__Bifidobacterium kashiwanohense	1966777.0
s__Bifidobacterium sp002742445	2073556.0
t__HRGM_Genome_1100	2117560.0
